game_id,name,release_date,total_reviews,positive_percent,genres,tags,current_price,discounted_price,owners,days_after_publish,review,owner_min,owner_max,owners_log_mean
1604270,Broken Arrow,2025-06-19,2505,72,Strategy,Strategy,$22.99 USD,$22.99 USD,"0 .. 20,000",0,,0.0,20000.0,0.0
1659040,HITMAN World of Assassination,2022-01-20,40412,86,,,Free To Play,Free To Play,"2,000,000 .. 5,000,000",1246,"This game has been in my library for years and I haven't really played it until now. While it can be difficult to get into, it is a very deep and captivating experience that ages like wine and gets better the more you play. While it is a live service title it respects the player enough that it doesn't feel like one, but rather like a singleplayer game with online features that is constantly updated. Like an Ubisoft game but better because it's more grounded in reality. афигенная игра Peak Hitman action. Development team does not support Windows 11 in 2025. Game now crashes 5-10 minutes into every mission with no support or fix on the horizon. all",2000000.0,5000000.0,3162277.6601683795
1881700,Undawn,2023-06-14,6359,54,,,,,"500,000 .. 1,000,000",736,,500000.0,1000000.0,707106.7811865465
1966720,Lethal Company,2023-10-24,394030,97,"Action, Adventure, Indie, Early Access",Action;Adventure;Indie;Early Access,$5.79 USD,$5.79 USD,"10,000,000 .. 20,000,000",604,"funny имба Good Game Amazing game on it's own, but with mods you can become Barack Obama holding a shotgun. 1010 game, do I even need to explain? I love this so much. One of the best games. There's a ton of features. Unique and awesome monsters with their own mechanics and unique moons with special stuff like weather and eclipses.",10000000.0,20000000.0,14142135.623730922
2074920,The First Descendant,2024-06-30,103811,56,,,Free To Play,Free To Play,"0 .. 20,000",354,,0.0,20000.0,0.0
2131680,METAL GEAR & METAL GEAR 2: Solid Snake,2023-10-24,433,84,Action,Action,$10.49,$5.24 USD,"20,000 .. 50,000",604,"very good The inclusion of Metal Gear 1987 and Metal Gear 2: Solid Snake 1990 in the Master Collection Vol. 1 offers players on Steam a rare and welcome opportunity to experience the origins of the stealth-action genre. These two MSX2 classics are more than just historical curiositiesthey are the foundation upon which one of gamings most iconic sagas was built. And despite their age, they still carry surprising narrative and mechanical weight. The original Metal Gear may feel rudimentary by todays standards, but it introduced a revolutionary concept: stealth as a primary gameplay mechanic. Rather than encouraging direct confrontation, the game asked players to avoid enemies, manage limited resources, and think tactically. In an era dominated by run-and-gun gameplay, this was groundbreaking. That said, the Steam version is a straight port of the MSX2 release, complete with its infamous limitations. The control scheme is stiff, enemy AI is simplistic, and there's a notable lack of in-game guidance, which may frustrate modern audiences. Yet, for those willing to look past these dated elements, the game still holds up as a fascinating piece of design history. Its the prototype blueprint of what Metal Gear Solid would later perfect. Metal Gear 2:Solid Snake is where the series truly found its voice. Mechanically, its a massive leap forward: enemies can now move across screens and detect sound, Snake can crawl and punch diagonally, and the level design feels far more intricate. The writing is also richer, offering shades of the philosophical themes Kojima would later become known forwar, loyalty, identity. While still bound by 8-bit limitations, MG2 is a far more playable and compelling experience today. The structure resembles later Metal Gear Solid entries much more closely than youd expect, and its cinematic ambitions are already taking form. If you can play only one of the two, Metal Gear 2 is the one that holds up best by modern standards. The emulation quality is stable and faithful, though very barebones. There are no enhanced features, no modern conveniences like save states, and the resolution is locked to the original pixel scale. Players used to modern emulation suites might find the presentation underwhelming. However, the bundled manuals and digital extras accessible from the launcher help contextualize the experience, especially for new players. As games, Metal Gear and Metal Gear 2 are clearly products of their timebut their influence is undeniable. Nearly every game dev sim has mimicked their basic structure in some form, and their DNA runs through not just the Metal Gear franchise, but stealth games in general. Experiencing them today is like playing the Rosetta Stone of stealth gaming: flawed, fascinating, and essential. Rating: 710 Dated in form, foundational in spirit. A must-play for fans of game history or stealth genre originsjust be ready for some clunky design. Metal Gear 1 : Recommend if you want to play the original game that is said to have launched the stealth game genre and live that retro game feeling of 80-90s. Recommend if you are willing to look up on the internet and follow up guides that will probably mean bollocks to you at first because you have long gone past the point that it makes sense! Recommend if you like self torture of backtracking tedious 80's pixelated levels to get the items that nobody knows that they are there except the devs themselves! or the wizard people of old days who played this for countless hours and found those secrets themselves and wrote guides I strongly suggest casual gamers to play the game only if you are willing to put through all of these. Following a guide from start will save you from lot of frustration, but if you are into self torture like me, look up only when you have tried first on your own and nothing comes up... When you can't even say A good way to experience the very beginnings of a great series. The games, while having plenty of NES era BS, are incredibly innovative for the time, and so many of the mechanics just won't be found in games of a similar age. There's a fun arsenal of weapons to use, the pixel artwork is great, and the story is quite involved. As a remasterport, it's pretty run of the mill, but it's still nice to have a new way to play the games. My one suggestion for how to play this game if you do pick it up is to always have a guide on standby. Save yourself the frustrations from the more cryptic parts of the game, and just have fun admiring the achievements of the early days of the Metal Gear franchise.",20000.0,50000.0,31622.77660168378
2252570,Football Manager 2024,2023-11-06,13887,90,"Simulation, Sports, Strategy",Simulation;Sports;Strategy,$39.99 USD,$39.99 USD,"1,000,000 .. 2,000,000",591,"oyun motoru daha iyi olabilir özellikle çok saçma puan kayıpları oluyor Excelente, cada vez mais completo e desafiador. 이 게임으로 난 최악의 남자가 되었다! Jobe Bellingham is a fücking god, i love nelson mandela weiper. My goat is chris the triggster rigg великолепно, Динамо сила",1000000.0,2000000.0,1414213.5623730957
2300320,Farming Simulator 25,2024-11-12,21991,83,Simulation,Simulation,$36.49 USD,$36.49 USD,"1,000,000 .. 2,000,000",219,"altes game übernommen, nur die ki die ist noch dümmer als je zuvor, und die randsteine sind wie mauer. wer das programmiert hat gehört gefeuert great chill game TOP geiles spiel geil für jeden Every time I play this game, I think, wtf am I doing with my life Bardzo fajna gra",1000000.0,2000000.0,1414213.5623730957
2417610,METAL GEAR SOLID Δ: SNAKE EATER,2025-08-28,0,0,,,,,"0 .. 20,000",-69,,0.0,20000.0,0.0
3263320,Carry The Glass,2024-10-24,1621,77,"Adventure, Casual, Indie, Simulation",Adventure;Casual;Indie;Simulation,$2.99 USD,$2.99 USD,"100,000 .. 200,000",238,"bok gibi oyun Funny game to play with friends This game confirmed that my friend is a troglodyte. 1010, I hate it. Bom, mas precisa de paciência vitre de merde",100000.0,200000.0,141421.3562373094
3337140,After Inc: Revival,2025-06-17,61,80,"Simulation, Strategy, Early Access",Simulation;Strategy;Early Access,$9.29,$7.43 USD,"0 .. 20,000",2,,0.0,20000.0,0.0
3533100,Wrap House Simulator🌯,2025-05-29,620,88,"Casual, Indie, Simulation",Casual;Indie;Simulation,$8.53 USD,$7.63 USD,"0 .. 20,000",21,"leb mi paruje Türkiyenin en iyi dönercisi RAFA'DAN DÖNER Игра хорошая, перестал играть в нее потому что вечно хочу жрать глядя на донеры! super spiel macht spass mit freunden aber auch alleine şu denli basit bir oyunu keşke unreal engine 5 yerine 4 ile yapılsaymış veya optimizasyon konusunda daha çok uğraşılsaymış onun dışında eğlenceli ve fena olmayan bir oyun arkadaşlarla sarıyo",0.0,20000.0,0.0
3570290,theHunter: Call of the Wild™ - Alberta Hunting Preserve,2025-06-17,55,76,"Adventure, Simulation, Sports",Adventure;Simulation;Sports,$6.59,$5.60 USD,"0 .. 20,000",2,"FIRST REVIEW, but its just Canada lol. The map, in my opinion, sorta like silver ridge, but very snowy. Its not dense, its big, CANADA. Yukon Valleys better though, and uhh...",0.0,20000.0,0.0
3596770,SCUM Deluxe Content Pack,2025-06-17,19,94,"Action, Adventure, Indie, Massively Multiplayer",Action;Adventure;Indie;Massively Multiplayer,$6.99 USD,$6.99 USD,"0 .. 20,000",2,"as much as i like the idea of this DLC, i still believe there should a option to turn off the survival kit part. finally something worth buying. and if you are asking yourself, if you get the survival kit when you spawn with a DLC character? yes you do, on top of whatever that character already gives. it doesnt work with geforce : will that be fixed? Lancem mais cosméticos, mobílias, skins, personagens novos. Isso atrai mais players. Ficou muito bom esse pack! Lets get scummy!",0.0,20000.0,0.0
3717470,THRONE AND LIBERTY Nature's Celebration Pack: Gold,2025-06-12,0,0,,,Free To Play,Free To Play,"0 .. 20,000",7,,0.0,20000.0,0.0
3796620,Dead by Daylight: Five Nights at Freddy’s,2025-06-17,1036,93,,,Free To Play,Free To Play,"0 .. 20,000",2,freddy five night they will not release a DLC better than this fr fr sping ding....... Don't buy this one. It has the one of the worst killers introduced in the game that will make you hate game even more. Skins are nice and stuff but it's a typical cash grab with killer that offers no original experience and is currently one of the weakest ones in entire game. Don't let those youtubers and twitchers deceive you with their videos. BRAUN TO SIGMA TAK SAMO JAK KILLER,0.0,20000.0,0.0
440,Team Fortress 2,2007-10-10,1163868,89,"Action, Free To Play",Action;Free To Play,Free To Play,Free To Play,"50,000,000 .. 100,000,000",6462,"good game Bu oyunu 2020 den bu yana severek oynuyorum çok zevkli oyun arkadaşlarımla birçok kez oynamışlığım oldu onlarla da keyifli zamanlar geçirdiğim bir oyun oldu tavsiye ederim indirin anın tadını çıkarın..... god pero metan contenido ptm very gud, try it and if you hate then stop playing, very simple! вот и мои 100 часов",50000000.0,100000000.0,70710678.1186548
570,Dota 2,2013-07-09,2506787,81,"Action, Strategy, Free To Play",Action;Strategy;Free To Play,Free To Play,Free To Play,"100,000,000 .. 200,000,000",4363,"? ! This game is dead... full of bots.. unfair penalties.... matchmaking its terrible... and you cannot say anything to a russian troll because you get muted for life.... I am out... Pretty good game. игра просто ебанись мужики, заходите кайфуйте",100000000.0,200000000.0,141421356.23730987
730,Counter-Strike 2,2012-08-21,8840663,86,"Action, Free To Play",Action;Free To Play,Free To Play,Free To Play,"100,000,000 .. 200,000,000",4685,god 第一公平 第二还是公平 第三最重要就是公平 Very popular and one of my favourite games PLS FIX IT! Чётко,100000000.0,200000000.0,141421356.23730987
4700,Total War: MEDIEVAL II – Definitive Edition,2007-11-28,24927,95,Strategy,Strategy,$19.99,$3.99 USD,"1,000,000 .. 2,000,000",6412,"ITS BLOODY FUN Super gierka, wg mnie najlepsza, lub jedna z najlepszych gier średniowiecznych strategii, szczególnie jeśli chodzi o tryb kampanii, można pograć oczywiście Polską. Polecam! Bel gioko! Legendární klasika jeg syntes det var godt og city management er meget dybere end mange af de senere spil",1000000.0,2000000.0,1414213.5623730957
12210,Grand Theft Auto IV: The Complete Edition,2020-03-24,154338,82,"Action, Adventure",Action;Adventure,$19.99,$5.99 USD,"5,000,000 .. 10,000,000",1913,"muito bomm very good jogão, boa sorte pra quem for fazer o 100 pq é demorado pcrl very fun and extremely underrated it has a really good story 当年的巅峰之作为小时候补票现在玩起来各种细节还是那么好感觉比GTA5好玩剧情相当出色除了电脑优化上还是不太行其他都很好",5000000.0,10000000.0,7071067.811865473
107410,Arma 3,2013-09-12,216351,90,,,,,"10,000,000 .. 20,000,000",4298,REJOIGNEZ LA 8TH CE JEU VAUT LE COUP ! bienvenue aux nouveaux https:discord.ggpJMKNncW https:discord.ggpJMKNncW Top Классная игра все как на сво реснулся умер в игре нужны мозги I killed a man,10000000.0,20000000.0,14142135.623730922
108600,Project Zomboid,2013-11-08,288422,94,"Indie, RPG, Simulation, Early Access",Indie;RPG;Simulation;Early Access,$10.49 USD,$10.49 USD,"10,000,000 .. 20,000,000",4240,"Día 1: Encuentro una casa. Me meto. Ordeno la heladera. Todo tranqui. Día 2: Me hago un mate. En la vida real y en el juego. Día 4: Encuentro un hacha. Le pongo nombre: Carlitos. Día 6: Me mudo a un bar. Hay cerveza. Estoy bien. Día 8: Se prende fuego todo porque quise hacer papas al horno. Día 9: Carlitos me salva de 3 zombies medios hippies. Día 10: Salgo a buscar comida. Me muerde una vieja en pantuflas. Día 11: Me encierro en el baño a esperar lo inevitable. Día 12: Muero mirando por la ventana mientras llueve. Poético. 1010 Morí, pero con mi compa Carlitos, un mate en la mano, una birra en el freezer y el asado por arrancar; así se vive y se muere bien en el apocalipsis. игра просто бомба но лучше играть с кем то, хардкорная очень и мрачная с модоми вобще 100 из 10 все Зомпи 1010 y god",10000000.0,20000000.0,14142135.623730922
214950,Total War: ROME II - Emperor Edition,2013-09-02,50431,86,Strategy,Strategy,$26.99,$6.74 USD,"2,000,000 .. 5,000,000",4308,"Hermoso First RTS game I have played, unless you consider Mount and Blade RTS, and it has been fun. The gameplay is interesting, looks very nice for such an old game, and the tutorial wasn't mind-numbingly boring. I just wish the game explained a bit more about the economics of provinces and such. Diplomacy and management are a bit too simplistic for me, but it isn't too important. The most important thing for me was the combat, which I enjoy. Multiple types of units, like light and heavy infantry, all with unique advantages and vulnerabilities, with even more unique differences between nations' soldiers of each type. Makes combat interesting and gives a lot of agency to the player, so battles that should be unwinnable can be won, unless you autoresolve, of course. Can never forgive them for the graphics quality compared to what we were sold in the original trailers. excelente juegoo favorite game, its what got me into history and whatnot, and into other total war games, some things are lacking, but still love the game, so many mods, I hate tylis campaign,",2000000.0,5000000.0,3162277.6601683795
227300,Euro Truck Simulator 2,2012-10-12,660307,97,"Indie, Simulation",Indie;Simulation,$10.09 USD,$10.09 USD,"10,000,000 .. 20,000,000",4633,EFSANEEEEEEEE kamil marciszek kaze mi jezdzic nawet w grze. Dostarczac jego ciezarowki tırcı oldum amk kafa dağıtmalık oyun fakat multiplayerde hele arkadaşlarınız varsa eğlenmek bi yana çokça bug var yandan birisi çarptığı zaman havada 7leyip yere yan iniyorsunuz 456,10000000.0,20000000.0,14142135.623730922
230410,Warframe,2013-03-25,621356,87,,,Free To Play,Free To Play,"20,000,000 .. 50,000,000",4468,"Fun and easy game. Easy after 300 hrs, because you dont know what you are doing in the first 300 hours at least. But it is long term, you can come back to it anytime kind of game. Best developers possible, updating the game constantly with new content. It is mostly solo game, you will party up but for even the most difficult stuff you dont need team to coordinate or whatever. Have fun! Best Game ever made. Destiny wishes it could be Warframe Love it It's a wonderful open world rpg with a smooth first person shooter wrapped over the veil of a great story streching over many different worlds. 3k hrs down 3k more to go",20000000.0,50000000.0,31622776.601683773
235460,METAL GEAR RISING: REVENGEANCE,2014-01-09,65155,96,,,Free To Play,Free To Play,"2,000,000 .. 5,000,000",4178,"RULES OF NATURE! gran juego Metal Gear Rising não é um jogo, é 'O' jogo. muito tiro, explosão, espada e luta contra uma fodendo maquina gigante 40x o tamanho do protagonista, GOAT sem dúvida um jogo quase perfeito e incrivelmente justo com o jogador,momentos frenéticamente insanos e quick time events bem colocados na maior parte do jogo peak game i highly reccomend this",2000000.0,5000000.0,3162277.6601683795
