game_id,name,release_date,total_reviews,positive_percent,genres,tags,current_price,discounted_price,owners,days_after_publish,review,owner_min,owner_max,owners_log_mean
2300320,Farming Simulator 25,2024-11-12,21991,83,Simulation,Simulation,$36.49 USD,$36.49 USD,"1,000,000 .. 2,000,000",245,"altes game übernommen, nur die ki die ist noch dümmer als je zuvor, und die randsteine sind wie mauer. wer das programmiert hat gehört gefeuert great chill game TOP geiles spiel geil für jeden Every time I play this game, I think, wtf am I doing with my life Bardzo fajna gra",1000000.0,2000000.0,1414213.5623730957
2417610,METAL GEAR SOLID Δ: SNAKE EATER,2025-08-28,0,0,,,,,"0 .. 20,000",-43,,0.0,20000.0,0.0
3263320,Carry The Glass,2024-10-24,1621,77,"Adventure, Casual, Indie, Simulation",Adventure;Casual;Indie;Simulation,$2.99 USD,$2.99 USD,"100,000 .. 200,000",264,"bok gibi oyun Funny game to play with friends This game confirmed that my friend is a troglodyte. 1010, I hate it. Bom, mas precisa de paciência vitre de merde",100000.0,200000.0,141421.3562373094
3337140,After Inc: Revival,2025-06-17,61,80,"Simulation, Strategy, Early Access",Simulation;Strategy;Early Access,$9.29,$7.43 USD,"0 .. 20,000",28,,0.0,20000.0,0.0
3533100,Wrap House Simulator🌯,2025-05-29,620,88,"Casual, Indie, Simulation",Casual;Indie;Simulation,$8.53 USD,$7.63 USD,"0 .. 20,000",47,"leb mi paruje Türkiyenin en iyi dönercisi RAFA'DAN DÖNER Игра хорошая, перестал играть в нее потому что вечно хочу жрать глядя на донеры! super spiel macht spass mit freunden aber auch alleine şu denli basit bir oyunu keşke unreal engine 5 yerine 4 ile yapılsaymış veya optimizasyon konusunda daha çok uğraşılsaymış onun dışında eğlenceli ve fena olmayan bir oyun arkadaşlarla sarıyo",0.0,20000.0,0.0
3570290,theHunter: Call of the Wild™ - Alberta Hunting Preserve,2025-06-17,55,76,"Adventure, Simulation, Sports",Adventure;Simulation;Sports,$6.59,$5.60 USD,"0 .. 20,000",28,"FIRST REVIEW, but its just Canada lol. The map, in my opinion, sorta like silver ridge, but very snowy. Its not dense, its big, CANADA. Yukon Valleys better though, and uhh...",0.0,20000.0,0.0
3596770,SCUM Deluxe Content Pack,2025-06-17,19,94,"Action, Adventure, Indie, Massively Multiplayer",Action;Adventure;Indie;Massively Multiplayer,$6.99 USD,$6.99 USD,"0 .. 20,000",28,"as much as i like the idea of this DLC, i still believe there should a option to turn off the survival kit part. finally something worth buying. and if you are asking yourself, if you get the survival kit when you spawn with a DLC character? yes you do, on top of whatever that character already gives. it doesnt work with geforce : will that be fixed? Lancem mais cosméticos, mobílias, skins, personagens novos. Isso atrai mais players. Ficou muito bom esse pack! Lets get scummy!",0.0,20000.0,0.0
4700,Total War: MEDIEVAL II – Definitive Edition,2007-11-28,24927,95,Strategy,Strategy,$19.99,$3.99 USD,"1,000,000 .. 2,000,000",6439,"ITS BLOODY FUN Super gierka, wg mnie najlepsza, lub jedna z najlepszych gier średniowiecznych strategii, szczególnie jeśli chodzi o tryb kampanii, można pograć oczywiście Polską. Polecam! Bel gioko! Legendární klasika jeg syntes det var godt og city management er meget dybere end mange af de senere spil",1000000.0,2000000.0,1414213.5623730957
12210,Grand Theft Auto IV: The Complete Edition,2020-03-24,154338,82,"Action, Adventure",Action;Adventure,$19.99,$5.99 USD,"5,000,000 .. 10,000,000",1939,"muito bomm very good jogão, boa sorte pra quem for fazer o 100 pq é demorado pcrl very fun and extremely underrated it has a really good story 当年的巅峰之作为小时候补票现在玩起来各种细节还是那么好感觉比GTA5好玩剧情相当出色除了电脑优化上还是不太行其他都很好",5000000.0,10000000.0,7071067.811865473
107410,Arma 3,2013-09-12,216351,90,,,,,"10,000,000 .. 20,000,000",4324,REJOIGNEZ LA 8TH CE JEU VAUT LE COUP ! bienvenue aux nouveaux https:discord.ggpJMKNncW https:discord.ggpJMKNncW Top Классная игра все как на сво реснулся умер в игре нужны мозги I killed a man,10000000.0,20000000.0,14142135.623730922
108600,Project Zomboid,2013-11-08,288422,94,"Indie, RPG, Simulation, Early Access",Indie;RPG;Simulation;Early Access,$10.49 USD,$10.49 USD,"10,000,000 .. 20,000,000",4267,"Día 1: Encuentro una casa. Me meto. Ordeno la heladera. Todo tranqui. Día 2: Me hago un mate. En la vida real y en el juego. Día 4: Encuentro un hacha. Le pongo nombre: Carlitos. Día 6: Me mudo a un bar. Hay cerveza. Estoy bien. Día 8: Se prende fuego todo porque quise hacer papas al horno. Día 9: Carlitos me salva de 3 zombies medios hippies. Día 10: Salgo a buscar comida. Me muerde una vieja en pantuflas. Día 11: Me encierro en el baño a esperar lo inevitable. Día 12: Muero mirando por la ventana mientras llueve. Poético. 1010 Morí, pero con mi compa Carlitos, un mate en la mano, una birra en el freezer y el asado por arrancar; así se vive y se muere bien en el apocalipsis. игра просто бомба но лучше играть с кем то, хардкорная очень и мрачная с модоми вобще 100 из 10 все Зомпи 1010 y god",10000000.0,20000000.0,14142135.623730922
214950,Total War: ROME II - Emperor Edition,2013-09-02,50431,86,Strategy,Strategy,$26.99,$6.74 USD,"2,000,000 .. 5,000,000",4334,"Hermoso First RTS game I have played, unless you consider Mount and Blade RTS, and it has been fun. The gameplay is interesting, looks very nice for such an old game, and the tutorial wasn't mind-numbingly boring. I just wish the game explained a bit more about the economics of provinces and such. Diplomacy and management are a bit too simplistic for me, but it isn't too important. The most important thing for me was the combat, which I enjoy. Multiple types of units, like light and heavy infantry, all with unique advantages and vulnerabilities, with even more unique differences between nations' soldiers of each type. Makes combat interesting and gives a lot of agency to the player, so battles that should be unwinnable can be won, unless you autoresolve, of course. Can never forgive them for the graphics quality compared to what we were sold in the original trailers. excelente juegoo favorite game, its what got me into history and whatnot, and into other total war games, some things are lacking, but still love the game, so many mods, I hate tylis campaign,",2000000.0,5000000.0,3162277.6601683795
227300,Euro Truck Simulator 2,2012-10-12,660307,97,"Indie, Simulation",Indie;Simulation,$10.09 USD,$10.09 USD,"10,000,000 .. 20,000,000",4659,EFSANEEEEEEEE kamil marciszek kaze mi jezdzic nawet w grze. Dostarczac jego ciezarowki tırcı oldum amk kafa dağıtmalık oyun fakat multiplayerde hele arkadaşlarınız varsa eğlenmek bi yana çokça bug var yandan birisi çarptığı zaman havada 7leyip yere yan iniyorsunuz 456,10000000.0,20000000.0,14142135.623730922
236850,Europa Universalis IV,2013-08-13,88697,87,"Simulation, Strategy",Simulation;Strategy,$29.99 USD,$29.99 USD,"5,000,000 .. 10,000,000",4354,"taşlar yavaş yavaş yerine oturmaya başladı I HATE WOMAN i watch tutorials more than i play the game but still W В этой игре я возненавидел поляков и литовцев больше, чем в реальной жизни. atomico",5000000.0,10000000.0,7071067.811865473
242760,The Forest,2018-04-30,534491,95,"Action, Adventure, Indie, Simulation",Action;Adventure;Indie;Simulation,$10.49 USD,$10.49 USD,"20,000,000 .. 50,000,000",2633,evet норм ну писдень bi tane alıyorum tek oynayacağım diyorsanız almayın alacansanız 2 tane alın birini hediye verin mük,20000000.0,50000000.0,31622776.601683773
244210,Assetto Corsa,2014-12-19,117898,92,"Indie, Racing, Simulation, Sports",Indie;Racing;Simulation;Sports,$10.49,$2.62 USD,"5,000,000 .. 10,000,000",3861,2021 den beri oynuyorum çok güzel bir oyun jeux tres bien goated ass game game Absolute cinema of a game. really love it and love the customization. funny thing that i have to study a full course for this to mod. a bit hard to learn at first but after some time i got better at handling. got this for sale not more then a dollar. pretty value for the money. best car game ever,5000000.0,10000000.0,7071067.811865473
251570,7 Days to Die,2024-07-25,253599,88,"Action, Adventure, Indie, RPG, Simulation, Strategy",Action;Adventure;Indie;RPG;Simulation;Strategy,$20.99 USD,$20.99 USD,"10,000,000 .. 20,000,000",355,"Blocks always collapse :D саня мелкий гей 7 дней в украине love it, never played the original so i know there are other things that are gone, but i love this game. think of like minecraft and the walking dead smashed into one game",10000000.0,20000000.0,14142135.623730922
252490,Rust,2018-02-08,1022983,87,"Action, Adventure, Indie, Massively Multiplayer, RPG",Action;Adventure;Indie;Massively Multiplayer;RPG,$18.99 USD,$18.99 USD,"20,000,000 .. 50,000,000",2714,I HATE THIS GAME BUT I CANT STOP щдщщ не игра говна игра хорошая но минус на пору часов,20000000.0,50000000.0,31622776.601683773
255710,Cities: Skylines,2015-03-10,206948,92,"Simulation, Strategy",Simulation;Strategy,$17.99 USD,$17.99 USD,"10,000,000 .. 20,000,000",3780,süper bir şehir oyunu --Muy buen juego-- ---Lo unico malo es que dependes de los DLC--- ----le doy un 810 podria mejorar---- l ita a nice 2.5 часа загрузок из 3,10000000.0,20000000.0,14142135.623730922
261550,Mount & Blade II: Bannerlord,2022-10-25,205472,87,"Action, Indie, RPG, Simulation, Strategy",Action;Indie;RPG;Simulation;Strategy,$19.99 USD,$19.99 USD,"10,000,000 .. 20,000,000",994,"yleoba tamashia amis dedas sheveci In-depth, well balanced, and challenging abi çok iyi ya If you play with mods, the game just gets better. Otherwise, the game itself it's bad and is generally fun to play. love",10000000.0,20000000.0,14142135.623730922
264710,Subnautica,2018-01-24,283787,97,"Adventure, Indie",Adventure;Indie,$20.99,$14.06 USD,"5,000,000 .. 10,000,000",2729,super good game you should really buy it! or wait for sub 2. This game is so excititing and absolutly worth the money Really nice game other than the fact that i cant eat the cuttlefish you can make a pet reaper it's really funny Можно отпинать детеныша призрачного левиафана 10 детенышей из 10,5000000.0,10000000.0,7071067.811865473
284160,BeamNG.drive,2015-05-29,299259,97,"Racing, Simulation, Early Access",Racing;Simulation;Early Access,$12.49 USD,$12.49 USD,"5,000,000 .. 10,000,000",3700,tres bon jeu. Je conseille de jouer au volant par contre. car game with racing mechanics and destroy cars is game Best simulator game of all time. Worth every penny. yes,5000000.0,10000000.0,7071067.811865473
287700,METAL GEAR SOLID V: THE PHANTOM PAIN,2015-09-01,67210,91,,,,,"2,000,000 .. 5,000,000",3605,"чёто там сюжет бла бла, геймплей важнее и тут он идеален ОДНА ИЗ ЛУЧШИХ ИГР В МОЕЙ ЖИЗНИ. ОПРЕДЕЛЁННО 1210 peak game. Solid game top crashed my car into a kid",2000000.0,5000000.0,3162277.6601683795
322330,Don't Starve Together,2016-04-21,342690,95,"Action, Adventure, Indie, RPG, Simulation, Strategy",Action;Adventure;Indie;RPG;Simulation;Strategy,$6.59,$2.24 USD,"10,000,000 .. 20,000,000",3372,"good Эбигнаил соска Сломал камень, там была дыра, а от туда вылезли водолазы и убили меня нахуй вскроюсь после прохождения. пять звезд блять лайк",10000000.0,20000000.0,14142135.623730922
325610,Total War: ATTILA,2015-02-17,24951,82,Strategy,Strategy,$20.99,$4.19 USD,"2,000,000 .. 5,000,000",3801,"игра хуйня, играли с другом в кооп а на след день сохранение не работает 0.0 I guess I think it's funny that I've never reviewed this game when I have uh... spent a few hours or so playing it. Best Total War of all time. Mastering this game will give you the mechanics for any other TW game after it, because all of the combat mechanics in the modern games started with or were refined by Attila. The combat within the game makes every battle no matter a siege or a skirmish feel like the latter. its frankly sad to see one of my favorite periods of history be the only total war game that i strongly dislike. cool",2000000.0,5000000.0,3162277.6601683795
371970,Barony,2015-06-23,7496,92,"Action, Adventure, Indie, RPG",Action;Adventure;Indie;RPG,$10.49,$5.24 USD,"500,000 .. 1,000,000",3675,This game everything that you could want from a game of it's type. Pretty much anyone can enjoy it so just buy the game already... rpg heaven ong this game has it all offline you got it rng to perfectoin to keep every run fun......goofy mods that make you laugh you bet worth every peny i spent on this this game is good by yourself and better with friend or anyone to be honest hidden gem fun with friends god deep mechanics and very challenging. melee combat kinda sucks and shields dont work how you would expect them too but overall the gameplay loop is fun and 4 person coop is a very nice cherry on top.,500000.0,1000000.0,707106.7811865465
393380,Squad,2020-09-23,156732,84,"Action, Indie, Massively Multiplayer, Strategy",Action;Indie;Massively Multiplayer;Strategy,$24.99 USD,$24.99 USD,"2,000,000 .. 5,000,000",1756,Good game for people that want a milsim game without the complexity of arma ЕЮАНАЧАЯ ИГАР Я НЕНАВИЫУЖ НАХБПРАБРОТЧИКОВ Е ТОЙ ИГРПЫ СУККЕАМ ПОМРИТЬЕ МТВАРИ!ё 1Можно попробовать гранату ПГ-7 на вкус 2 мало женщин 3 много п0rно без женщин for my first 1hrs i become a squad leader and the i was need to control the whole squad and i was sended with my squad to build a fob and the came a fuing bomb can and he blow all of us капитаны ахуеные встали по середие дороги из за того что капитана ебашила мама за то что он пьет колу нас расхуярило минометом ставлю лайк,2000000.0,5000000.0,3162277.6601683795
394360,Hearts of Iron IV,2024-04-09,238553,91,,,,,"5,000,000 .. 10,000,000",462,"-be me and get HOI4 -play without mods for a bit -discover fallout Old world blues and The new Order -make worst empires full of militants across my nation -wonder why economy so bad so I check -discover my people are getting a ton of pay for service -remove most pay -get invaded by others -since army has no pay get they don't want to fight -my empire falls and I die -repeat same process over and over 1010 game with so many different ways to fail as I nation i'm still finding new ones shit community bon jeux de strategy pendant la seconde guerre mondiale U купил все длс, продал для этого свою мать, всем советую",5000000.0,10000000.0,7071067.811865473
412020,Metro Exodus,2020-02-14,105114,89,Action,Action,$22.99,$4.59 USD,"2,000,000 .. 5,000,000",1978,"Glitchy graphics and several hard crashes. Both the normal and enhanced versions of this game are poorly optimised. Changing graphics settings literally takes minutes. It also made my gpu fans spin super loud randomly. The game is very dark and murky looking - the textures remind me of games from the early 2010's. The story is ok and is fairly straightforward but I did find some characters a bit annoying and clingy. I liked the fully voiced and subtitled dialogue but it is poorly lip-synced. good game, though i wish there were more weaponsgadgets. volga and novosibirsk were great all of the indoormetro areas are pretty good too for the most part. I didn't really like how the caspian sea was very empty, there's just a bunch of empty ships, not much to explore or loot so it just didn't feel very rewarding going to a poi just to find nothing,, the taiga level also had this issue to a lesser degree but it was a little too linear for my taste, wasted potential with how beautiful the landscape was. overall an 810, last light is better I dont say this often but this is a master work of a game, i rarely get emotional or scared in video games but the metro series got both out of me. I had tears in my eyes from the ending parts. The game has its ups and downs but man the ups are MASSIVE. Play this game, dont look at any spoilers, pick any of the ranger modes and turn off the hud mostly, and be ready to cry. Only hint i have is actions have consquences so be ready for your sins to catch up. норм Дорого",2000000.0,5000000.0,3162277.6601683795
413150,Stardew Valley,2016-02-26,759909,98,"Indie, RPG, Simulation",Indie;RPG;Simulation,$5.99 USD,$5.99 USD,"20,000,000 .. 50,000,000",3427,"чилловая игра, лайк!!! RIP grandpa. many blunts in heaven gg Me gusta su modo sencillo de jugar, de simular como se puede llevar una granja y todo lo que conlleva para ir creciendo de a poco Hey, how'd you know I was hungry?",20000000.0,50000000.0,31622776.601683773
431960,Wallpaper Engine,2018-11-16,832225,98,"Casual, Indie, Animation & Modeling, Design & Illustration, Photo Editing, Utilities",Casual;Indie;Animation & Modeling;Design & Illustration;Photo Editing;Utilities,$2.99 USD,$2.99 USD,"20,000,000 .. 50,000,000",2433,"GOODDD nice Uważam ten program za najlepszy na całej platformie Steam. Niedługo dzień Ojca, a ten program to najlepszy prezent dostępny na rynku. Uciesz swojego Tatę tą tapetą https:steamcommunity.comsharedfilesfiledetails?id3226923455. Z pozdrowieniem. Fan Zbycha 好 zajebiste ale moim zdaniem powinno być tańsze",20000000.0,50000000.0,31622776.601683773
444200,World of Tanks Blitz,2016-11-09,148356,78,"Action, Massively Multiplayer, Simulation, Strategy, Free To Play",Action;Massively Multiplayer;Simulation;Strategy;Free To Play,,,"10,000,000 .. 20,000,000",3170,"terrible waste of time sucks ты заперт в комнате с 13 сумашедшими , вскоре выясняеться что сумашедших 14 BU OYUNU TASARLAYAN KİŞİLER BİR RİVAYETE GÖRE YEMEK YERKEN MUTFAK LAVOBOSUNA SIÇIYORMUŞ. VE YİNE BİR RİVAYETE GÖRE BU OYUNU OYNAYAN HERKES SAAT İÇERİSİNDE AKIL SAĞLINI YİTİRİYORMUŞ. Good action.... they let you play evenly at first, then they stick you with tanks much more powerful than yours. Mostly, you are never the higher level tank vs. the level below you. Also, many players hide till the near end of battle so they have full power from not being hit, then they pop out and finish off half dead enemy tanks for points. Sad.",10000000.0,20000000.0,14142135.623730922
