game_id,name,release_date,total_reviews,positive_percent,genres,tags,current_price,discounted_price,owners,days_after_publish,review,owner_min,owner_max,owners_log_mean
1209460,Euro Truck Simulator 2 - Iberia,2021-04-08,2202,77,"Indie, Simulation",Indie;Simulation,$9.08,$3.63 USD,"0 .. 20,000",1566,"muy buen dlc bastante extenso y esta muy guapo paser por tu ciudad 1010 recomienda pillarlo de rebaj en de 17,99 a 7,19 esta medio caro pero por 7 euros me parece bien if you like highways then it's ok but there aren't many secondary roads it's not worth it... boring you don't really have anything to see on the roads except fields and empty towns Я не знаю что сказать,как по мне это лучшее дополнение. mostly empty highways with a good amount of interesting parts Un DLC que añade a España y Portugal, está bastante bien su ambientación, carreteras y ciudades aunque el problema que le hallo es el mismo que el juego base, se sienten pequeñas y desaprovechadas las ciudades, pero vale la pena aún así, aunque, vale mucho más la pena si se compra desde el paquete de ''Mediterranean Bundle''.",0.0,20000.0,0.0
1407200,World of Tanks,2021-04-29,88856,82,"Action, Massively Multiplayer, Simulation, Free To Play",Action;Massively Multiplayer;Simulation;Free To Play,$9.00,$7.65 USD,"1,000,000 .. 2,000,000",1545,drist 很好玩的游戏 打不开垃圾 战术打法多样不充值也能赢要用网游加速器否则丢帧严重 bestes game,1000000.0,2000000.0,1414213.5623730957
1430190,Killing Floor 3,2025-07-24,0,0,Action,Action,$18.99 USD,$18.99 USD,"0 .. 20,000",-1,,0.0,20000.0,0.0
1527950,Wartales,2023-04-12,27259,89,"Adventure, Indie, RPG, Strategy",Adventure;Indie;RPG;Strategy,$17.99,$7.19 USD,"1,000,000 .. 2,000,000",832,"It's only been 5 hours, but the game seems routine, methodical, and hardly engaging. There's little plot, and little variety. The game is unstable, opens up if it wants to, but most of the time doesnt start up and simply freezes your pc Le jeu est juste génial. Je le trouve unique en son genre, les combats au tour par tour sont intéressants, l'ambiance générale musique, graphisme et décors nous plongent dans un univers bien ficelé. Les décors et graphismes sont superbes à mon sens. Les bugs sont peu nombreux et n'altèrent pas l'expérience de jeu. J'ai passé des heures sur ce jeu et c'est de loin l'un de mes préférés. Alors pourquoi je le déconseille ? Wartale est un jeu sorti le 1er décembre 2021 et qui n'est toujours pas terminé depuis cette date. Par contre, de nombreux DLC excellents pour certains et très mauvais pour d'autres sont sorti depuis. Si vous souhaitez acheter la totalité du jeu, il vous en coûtera 107 euros ce qui est beaucoup trop pour le jeu. La stratégie commerciale est la suivante : A sa sortie, vous achetez le jeu, vous le trouvez génial ce qui normal puisqu'il l'est ! , puis SHIRO Game va sortir un paquet de DLC de 12 à 19 euros actuellement qui n'ont pour certains aucun intérêt dans le jeu. L'absence des DLC se fait ressentir pendant l'exploration endroits inaccessibles, et par frustration de ne pouvoir découvrir ces endroits ,vous allez vouloir acheter les DLC en question... A par Belerion et Skelmar, ne les achetez pas, ils n'en valent pas la peine. Les DLC continuent de sortir le prochain est prévu pour septembre 2025 visiblement, mais je ne l'acheterai pas, et le jeu n'est toujours pas terminé. Je me demande même si il sera terminé un jour... Cette stratégie commerciale a déjà été appliquée sur d'autres jeux de SHIRO Game. Et très franchement, c'est prendre les joueurs pour des pigeons. Bref. Le jeu est absolument génial, mais ne l'achetez pas. Wartales is an easy game to get going, but I quickly realized there's alot more nuance. I'm 3 months into my first playthrough, so I'm going to see what happens, but on my next playthrough I've already learned quite a few things I'll do differently. The game has an excellent mechanics, and the combat system allows you to strategize who you engage and when, to attempt to control each battle. Different enemy types force you to adopt different tactics, which is half the fun. I've got 27 hours in so far and it is still engaging and exciting, hopefully it stays that way. The game doesn't give you too much help on completing quests or lead you by the hand, but sometimes it took me a few minutes to figure out what I was supposed to do. It's a nice middle ground between totally frustrating and too easy. The visuals are great, sound is good enough and I've experienced zero bugs, glitches or issues. I wish I had gotten this game sooner, and I can see quite a few more hours in my future! Ich geb dem Spiel auf einer Skala von eins bis zehn eine sieben. Die kämpfe sind gut aber irgendwie zünden sie nicht so richtig. Es währe schöner die Figuren größer zu sehen. Die Labyrinthe machen spaß. Das ganze Wimmelbildfeeling könnte für meinen Geschmack mehr sein aber es ist eine erfrischende Mechanik. Was mir fehlt ist eine Statistik, wie entwickelt sich der Trupp Aufstieg und Fall einer Heldentruppe. Ein Logbuch Heldentaten Beziehungen rivalisierende Gruppen helf ich dem mach ich mich unbeliebt bei dem das gibts leider nicht Was mir weniger gefällt sind die Verschiedenen Gebiete mit unterschiedlichen Schwierigkeitsgraden, warum sollen in dem einen Gebiet härtere Gegner sein als in dem anderen vielmehr sollte es alles in jedem Land geben. Würde die Welt stimmiger erscheinen lassen. Bin gespannt ob es Konsequenzen hat wenn man einen Unbeliebten Charakter hat. Ich hab nen Bogenschützen der gern mal die eigenen Leute trifft aber bis jetzt hab ich noch nicht gemerkt das es weitergehende Auswirkungen hat so in der art: Entweder geht er oder ich Das Spiel ist gut und nur einen hauch davon entfernt genial zu sein aber dazu muß man sich was trauen.",1000000.0,2000000.0,1414213.5623730957
1551360,Forza Horizon 5,2021-11-09,214695,88,,,,,"5,000,000 .. 10,000,000",1351,喜欢一款游戏需要理由吗 great game! fun Nice game dasdasdasda,5000000.0,10000000.0,7071067.811865473
1782460,Hell Clock,2025-07-22,41,92,,,,,"0 .. 20,000",0,,0.0,20000.0,0.0
1973530,Limbus Company,2023-02-26,69047,84,,,,,"0 .. 20,000",877,,0.0,20000.0,0.0
2277560,WUCHANG: Fallen Feathers,2025-07-23,0,0,,,,,"0 .. 20,000",0,,0.0,20000.0,0.0
2417610,METAL GEAR SOLID Δ: SNAKE EATER,2025-08-28,0,0,"Action, Adventure",Action;Adventure,$32.99 USD,$32.99 USD,"0 .. 20,000",-36,,0.0,20000.0,0.0
2767030,Marvel Rivals,2024-12-05,301714,78,,,,,"0 .. 20,000",229,,0.0,20000.0,0.0
2778580,ELDEN RING Shadow of the Erdtree,2024-06-20,81025,71,,,,,"0 .. 20,000",397,"くそ強いボス戦遺灰使いたいのに使う前に攻撃される避けて使おうとしても間髪入れずに次の攻撃がやってくるからいつまでも遺灰出せない出すならダメージ食らう前提じゃないと使えない意味がわかんないそこまで上手じゃない人でも遊べるように遺灰使わせるくらい余裕持たせるべきじゃないのじゃあそんな不満言うならソウルライク遊ぶなよって声が出てきそうだけどうんもうやめるわめんどくさ 미켈라단 애미 Before speaking on anything else, I think theres way too much hate for this DLC. It has loads of content and is not significantly different from the base game. However, if Elden ring is a 1010 I'd give SOTE an 8.510. First of all, some specific areas do feel a bit more empty than others The Cerulean Coast and Charo's Hidden Grave, as well as the Abyssal Woods. There are also one or two areas in the map that look explore-able upon first glance but aren't accessible, which can throw you off since there aren't any empty spots on the map in the base game. the area south of the Discussion Chamber is empty space and its very misleading. Second of all, the difficulty. This is a plus or minus depending on the person, and while you technically have infinite preparation for any boss, almost every single boss you fight in this game does a massive amount of health whilst you do very little damage in return. Even if you are levelled appropriately, and have the correct amount of Scadutree Blessings, the DLC is noticeably harder than the base game. Third of all, the final boss spoilerConsort Radahnspoiler. This somewhat ties into my second point about the difficulty. The attack patterns of all the bosses in the DLC feel balanced. This is NOT the same for the final boss. It's extremely hard to hit him, the whole fight is basically a test of will. Oops, I got too greedy and died again x20 Dodging his attacks is extremely inconsistent in his second phase due to the uneven ground, so even if you dodge him perfectly it is a hit or miss. His spoilerMiquella'sspoiler hair is extremely long and blocks your screen so you can't see anything he's doing. He's extremely laggy due to all of his unnecessary projectiles. His attacks are un-intuitive and hard to read. If he hits you then you will get staggered into oblivion, you are EXTREMELY punished for getting hit. And finally, the worst part, he's just plain unfun. The devs basically just slap you on the ass like a donkey and say run left because that is his whole strat. If you run right you will die. If you dodge into him you will die. If you dodge away from him you will die. You have to circle left the ENTIRE fight. I can tell the difference between a skill issue and a badly made boss. I beat him after 4-ish hours and I'm good with never fighting him again. Mind you, this is POST nerf and he is still significantly harder to fight than Malenia. spoilerI also wish they created an entirely new boss instead of just bringing back Radahn.spoiler Fourth of all, the cutscene blueballs you. It's a 5 second cutscene and there's nothing particularly special about it. It didn't feel like there was much effort put into the final cutscene at all. As a summary, it's a great DLC. I think people talk smack about the DLC because it's almost impossible to live up to the base game of Elden Ring. Messmer is one of my favorite bosses. The Shadow Keep is incredibly fun to explore. It's beautiful, and an interesting concept. I'll bitch about the final boss but it's literally one boss in the entirety of the DLC which is full of fun and intuitive bosses to fight. If the final boss turns you off from the DLC, buy it anyways and skip him and you won't be missing out on much. Same goes for the empty map. There was a couple areas that were slightly boring to explore, but in the end I still had fun. 剧情一坨狗食啊赶工的痕迹随便8一下到处都是米塔嗯这个东西做出来和狗屎文案根本就是直接侮辱了三个角色的塑造和自尊米凯拉马连尼亚再本体作为根基核心塑造的所有意志与核心就在赶工做不完了模型拉出来重新启用中彻底没了急着圈钱急得都不演了带上那狗日的替换文本滚雷达更是写得像神经病一样 除了大梅还能看 记者圈钱的超级赶工制作剧情拿脚写的是从型月把他妈的狗屎东出请来了吗 빛바랜자 에디션 언제 나오냐 cinematics over fun 1010 best dlc to grace the earth HERMOSO DLC Я сосал меня ебали The DLC is p. good. Adds a bunch of new content, however, the grind for scad frags is a bit annoying. And without them, the DLC is actually pretty hard even the normal enemies hit like a truck.",0.0,20000.0,0.0
3008130,Dying Light: The Beast,2025-08-22,0,0,"Action, Adventure, RPG",Action;Adventure;RPG,$44.99 USD,$44.99 USD,"0 .. 20,000",-30,,0.0,20000.0,0.0
